# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "1" "-t" "exon" "-g" "gene_id" "-a" "annotation.gtf" "-o" "mouse_cns_E18_rep1.counts.txt" "./mouse_cns_E18_rep1.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./mouse_cns_E18_rep1.Aligned.sortedByCoord.out.bam
ENSMUSG00000034493	chr11;chr11	837545;876198	838178;876781	-;-	1218	0
ENSMUSG00000034543	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	549498;549763;550257;550312;550312;558676;558676;558676;561833;561833;561833;568775;568775;568775;569333;569333;569333;572270;572270;575832;575832;576108;576108;576646;576646;577407;577407;578231;578231;578540;578540;579660;579660;579884;579884;579911;580179;580179;580179;580271;580366;580787;580787;580787;580787;581679;581679;581679;581679;583549;583549;583549;583549;583703;583703;584618;584618;584842;584842;585389;585389;585662;585662;585980;585980;588115;588115;589039;589039	550149;550149;550450;550450;550450;558728;558728;558728;561866;561866;561866;568842;568842;568842;569413;569422;569422;572377;572377;575990;575990;576218;576218;576770;576770;577485;577485;578312;578312;578624;578624;579799;579799;580037;580037;580037;580306;580306;580306;580306;580891;581154;580891;580891;580891;581810;581810;581810;581810;583692;583910;583619;583619;584079;584079;584748;584748;584895;584895;585529;585529;585885;585885;586072;586072;588302;588302;590480;590373	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5987	324
ENSMUSG00000034570	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	394379;394386;394386;394386;394386;395351;395351;395351;395351;395351;395564;395564;395564;395564;395564;395789;395789;395789;395789;395789;399601;399601;399601;399601;399601;399895;399895;399895;399895;399895;400142;400142;400142;400142;400142;400578;400578;400578;400578;400578;401050;401050;401050;401050;401050;401324;401324;401324;401324;401324;401529;401529;401529;401529;401529;401991;401991;401991;401991;403086;404648;404648;404648;404648	395169;394577;395264;395169;395169;395454;395454;395454;395454;395454;395640;395640;395640;395640;395640;395925;395925;395925;395925;395925;399783;399783;399783;399783;399783;400003;400003;400003;400003;400003;400252;400252;400252;400252;400252;400752;400752;400752;400752;400752;401165;401165;401165;401165;401165;401431;401431;401431;401431;401431;401641;401641;401641;401641;401641;403146;402137;402155;403146;403146;404777;404824;404774;404824	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3452	53
ENSMUSG00000034579	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	388231;388288;388303;388994;389766;389766;389766;390147;390147;390147;390147;390811;390811;390811;390811;391896;391896;391896;391896;392130;392130;392130;392974;392974;397937;397937;398232	388856;388856;388856;389897;389897;389897;389897;390280;390280;390280;390280;391093;391093;391093;391093;392245;392024;392024;392024;392245;392245;392245;394166;394169;397975;398066;399353	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4745	17
ENSMUSG00000034614	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	230405;230732;230791;230797;230812;231919;231919;231919;231919;231919;232076;232113;232113;232113;232113;232455;232976;233213;233213;233213;233213;233213;233213;233509;233509;233509;233509;233509;233509;233509;233509;234385;235723;241527;241527;241527;241527;241527	231007;231007;231007;231007;231007;232106;233415;232034;232034;232034;232231;232231;232252;232231;232231;232617;233415;233415;233415;233415;233415;233415;233415;233965;233682;233963;233586;233586;233586;233967;233586;234531;235834;241677;241686;241695;242008;242974	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4266	115
ENSMUSG00000035372	chr19;chr19;chr19;chr19	708334;714405;715639;716492	708436;714625;715802;717881	+;+;+;+	1878	320
ENSMUSG00000035585	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	644978;645205;645368;645412;645432;645901;646111;646126;646201;646201;646201;646201;646201;646201;646377;646581;646581;646581;646581;646581;646581;646581;646581;646952;646955;646955;646955;646955;646956;646967;647316;652131;652131;652131;652131;652218	645491;645467;645491;645491;645660;646016;646446;646446;646446;646446;646446;646446;646446;646446;646829;646829;646811;646695;646829;646788;646829;646829;646829;647223;647227;647223;647223;647223;647223;647223;647436;652204;652625;652606;652614;652606	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2410	839
ENSMUSG00000035596	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	629393;629396;630005;630378;634961;635280;635412;635412;635412;637277;637277;637277;640126;640126;640126;640126;640126;640686;641513;642865;642865;642865;642865;643409;643409;643409;643409;643409;643643;643643;643643;643643;643643;644344;644344;644344;644344;644350	630451;630451;630451;630451;637636;635587;636130;635587;635587;637636;637636;637636;640284;640284;640284;640284;640284;643720;643537;642990;642990;642990;642990;643537;643469;643537;643537;643537;643720;643720;643720;643720;643720;644564;644540;644650;645125;644554	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7711	856
ENSMUSG00000035632	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	596893;596955;602404;602404;602584;602584;602871;602871;602912;603097;603097;603097;603411;603411;603411;603411;603636;603636;603636;603636;604748;604800;604803;604803;605114;605114;605114;605114;605746;605746;605746;605746;607174;607174;607174;607174;607636;607636;608390;608390;608390;609604;609604;609604;609775;609796;609796;609796;610212;610212;610212;610212;610348;610984;610984;610984;610984;610993;612280;612331;612331;612331	597186;597186;602477;602477;602650;602650;602944;602944;602944;603185;603185;603185;603538;603538;603538;603538;603730;603730;603730;603730;605021;605021;605021;605021;605246;605246;605246;605246;605801;605801;605801;605801;607758;607554;607429;607554;607758;607758;608587;608587;608587;609702;609702;609702;609993;609993;609993;609993;610343;610343;610343;610343;610426;612702;611108;611108;611108;611108;612702;612710;612702;612702	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4323	317
ENSMUSG00000035674	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	568976;568983;568988;568989;568994;569220;569220;569220;569220;569220;569220;569506;571033;571033;571033;571033;571033;571556;571604;571604;571604;571604	569009;569009;569019;569009;569019;569321;569742;569293;569293;569293;569293;569742;571109;571109;571109;571109;571109;571730;571754;571765;571687;571763	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	854	340
ENSMUSG00000036908	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	935187;935187;935187;935227;935763;935763;935763;935763;936270;936270;936270;936270;941521;941521;941521;941886;941886;941886;942350;942350;942350;942441;942695;942695;942695;943530;943530;943530;943530;944024;944024;944024;947008;947008;947008;947008;948629;948629;948629;948629	935352;935352;935352;935352;935903;935903;935903;935903;936422;936746;936422;936422;941681;941681;941681;942017;942017;942017;942442;942442;942442;942818;942818;942818;942818;943711;943711;943711;943711;944296;944296;944296;947125;947125;947125;947125;949339;949340;949340;949339	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2831	118
ENSMUSG00000036983	chr17;chr17;chr17;chr17;chr17;chr17;chr17	519264;521646;536079;543098;545584;554933;557582	519795;521772;536197;543248;545691;555083;557713	-;-;-;-;-;-;-	1320	42
ENSMUSG00000037263	chr19;chr19;chr19	965903;968443;969764	966019;968541;970438	+;+;+	891	0
ENSMUSG00000037477	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	992753;996530;996875;997276;997806;998183;998471;998960	993114;996796;996975;997446;997960;998249;998564;999511	+;+;+;+;+;+;+;+	1769	0
ENSMUSG00000037486	chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12	426858;426885;426885;426902;426913;442475;442475;442475;442475;442475;442507;442796;442796;442796;442796;442796;442796;451663;451663;451663;451663;451663;451663;455548;457063;457063;457063;457063;457063;469479;469479;469479;469479;469479;474491;474491;474491;474491;474491;476027;476027;484446;484446;484446;484446;484446;489638;489638;489638;489638;489638;493735;493735;493735;493735;493735;493762;496226;496226;496226;496226;496226;496226;499980;499980;499980	427212;427212;427212;427212;427212;442556;442556;442556;442556;442556;442556;442797;442797;442797;442797;442797;442797;451770;451770;454169;451770;451770;451770;455640;457209;457209;457209;457209;457209;469593;469593;469593;469593;469593;474613;474613;474613;474613;474613;476169;476169;484608;484608;484608;484608;484608;489733;489733;489733;489733;489733;493839;493839;493839;493839;493839;493839;496936;496936;496284;496409;496936;506852;502466;504748;506849	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14558	293
ENSMUSG00000039496	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	430303;430338;431157;436574;436574;436574;438289;438289;438289;441084;441084;441084	430368;430513;431218;436700;436700;436700;438429;438429;438429;441172;441094;443648	+;+;+;+;+;+;+;+;+;+;+;+	3106	18
ENSMUSG00000039738	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	979106;979124;979124;979125;979129;979134;980582;980582;980582;980582;980582;980822;980822;980822;980822;980822;980822;981586;981586;981586;981586;981586;981586;982980;984992;984992;984992;984992;984992;987916;987916;987916;987916;988974;988974;988974;988974;990232;990232;990232;990704;990704;990704;991473;991473;991473;991917;991917;991917;992909;992909;994709;994709;994769;995695;995695;995695;999119;999119	980172;980172;980172;980172;980691;980172;980691;980691;980691;980691;980691;980994;980994;980994;980994;980994;980994;981687;982204;981687;981687;981687;981687;983242;987176;987181;985519;987176;987176;988081;988081;988081;988081;989119;989106;989119;989119;990316;990316;990316;990916;990916;990916;991788;991788;991788;992121;992121;992121;993025;992984;994920;994920;994920;995718;995877;995877;999345;999345	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6701	1588
ENSMUSG00000039789	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	861529;861529;862385;865291;866590;871151;871151;871151;871151;872060;872060;884289;884289	866727;866730;863689;866727;866730;871733;871276;871276;871276;872379;872396;884505;884561	-;-;-;-;-;-;-;-;-;-;-;-;-	6395	393
ENSMUSG00000040165	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	940223;940295;944074;944074;944888;945678;945678;945713;945873;945873;946438;946806;953394;954419;954607	940430;940430;944182;944182;945038;945763;945763;945763;946092;946863;946564;946884;953482;954504;954746	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1881	2
ENSMUSG00000040197	chr8;chr8;chr8;chr8;chr8;chr8	847966;851181;852743;853181;853561;854227	849237;851289;852893;853272;853649;854309	-;-;-;-;-;-	1796	0
ENSMUSG00000040236	chr8;chr8	676300;679016	676603;681255	+;+	2544	740
ENSMUSG00000040274	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	343894;344120;344313;390682;390682;428992;428992;473120;473120;515455;515455;519360;519360;520646;520646	343971;344599;344599;390816;390816;429158;429158;473228;473228;515504;515504;519494;519494;522225;523218	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3727	65
ENSMUSG00000040302	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	583979;583982;590224;590224;590780;591484;591671;591671;591671;592258;595256;595256;595256;595256;595967;595967;595967;595967	584807;584807;590803;590803;590803;591815;592142;591815;591815;592445;595445;595445;595445;595445;596082;596547;596585;596091	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3065	149
ENSMUSG00000040340	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	470863;470863;475832;475836;475850;478987;478987;478987;479181;479181;479181;483461;483461;483461;483662;483662;483662;484053;484053;484053;485659;485659;485659;486932;486932;486932	470937;470933;476407;476407;476407;479089;479089;479089;479280;479280;479280;483572;483572;483572;483770;483765;483770;484253;484253;484253;485743;485743;485743;487181;487178;487178	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1611	2
ENSMUSG00000040351	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	690001;693773;694780;700357;701806;702893;704527;704789;706190;713109;722547;727490;729636;732541;733977;747022;755595;769430;772518;802598	693496;693905;694875;700407;701983;703037;704592;704874;706323;713238;722634;727655;729779;732628;734184;747138;755776;769729;772787;803109	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6590	1100
ENSMUSG00000040367	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	845174;845188;849633;849633;858630;863831;865666;866364	845446;845290;850188;851595;858827;863991;865782;866596	+;+;+;+;+;+;+;+	2945	20
ENSMUSG00000040407	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	928055;928179;928275;928275;928427;948682;948682;948682;948682;951291;951691;951691;951691;951691;954398;954793;954793;956158;956158;956158;957625;957625;957625;960113;960113;968581;970665;971903;971973;972757;972757;975600;975600;975617;976129;976129;976129;981119;981119;992047	928342;928490;928490;928490;928490;948896;948954;948896;948896;951432;951734;951734;954765;951734;954450;954962;954962;956312;956312;956312;957800;957654;957800;960989;962457;968793;970737;972037;972037;972841;972841;975710;975710;975710;976531;976326;976326;981214;981324;992138	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8090	574
ENSMUSG00000040429	chr5;chr5;chr5;chr5	890582;890585;892810;893876	891897;891897;893907;893933	-;-;-;-	2440	120
ENSMUSG00000041624	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	532355;579519;582580;634440;758918;759397;759397;797239;797239;865359;865359;894505;894505	533099;579579;582700;635157;758925;759881;759881;797381;797381;865512;865512;897342;897342	+;+;+;+;+;+;+;+;+;+;+;+;+	5273	222
ENSMUSG00000041935	chr15;chr15;chr15;chr15;chr15;chr15	932037;938592;939556;941719;942359;945616	936479;938705;939686;941864;942464;945752	-;-;-;-;-;-	5077	3523
ENSMUSG00000042198	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	866036;866036;866038;866062;866062;866062;866062;866062;866068;866191;866527;866527;866527;866527;866527;866570;866572;866572;866572;866648;867927;868002;868394;868394;868394;868394;868394;868394;868394;868394;868394;868394;868394;868394;869783;869869;869869;869869;869869;869869;869869;869869;869869;869869;869869;869869;870136;870536;870536;870536;870536;870536;870536;870536;870536;870536;870536;870536;870562;872786;873956;874269;874269;876204;876760;876760;876760	866109;866109;866109;866278;866278;866109;866278;866278;866673;866278;866673;866673;866673;866673;866673;866673;866673;866673;866673;866673;868030;868458;868458;868458;868458;868458;868566;868458;868458;868458;868458;868458;868458;868458;869966;869966;869966;869966;870197;869966;869966;869966;869966;869966;869966;869966;870173;870639;870619;870673;870553;870668;870675;870675;870651;870672;870670;870675;870639;873119;874335;874335;874335;876274;878193;877019;877358	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4052	244
ENSMUSG00000042228	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	605263;605275;605278;665873;665873;665873;669590;669590;670345;670345;672466;672466;672671;672671;673859;673859;675809;675809;683449;683449;683605;685394;685394;685394;708061;708061;708061;710121;710121;710121;716890;716890;739976	605511;605511;605511;666323;665945;666008;669634;669634;670449;670449;672563;672563;672773;672773;674007;674007;675960;675960;683630;683630;683630;685469;685469;685469;708213;708213;708213;710251;710251;710251;718759;718760;740269	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4059	98
ENSMUSG00000042360	chr9;chr9;chr9;chr9;chr9;chr9	133848;134877;190584;192313;192821;199538	134024;135102;190805;192412;193048;199782	-;-;-;-;-;-	1198	0
ENSMUSG00000044156	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	407097;413262;416125;417390;417515;417625;425910;433291;436924;444401	407916;413370;416197;417426;417538;417749;426205;433574;437276;444498	-;-;-;-;-;-;-;-;-;-	2219	19
ENSMUSG00000044433	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	587451;587451;587451;597843;597843;597843;598687;598687;598687;598894;598894;598894;600677;600677;600677;601967;601967;601967;602187;602187;602187;602369;602372;602372;602555;602555;602555;603433;603433;603433;603607;603607;603607;606268;606268;606268;606505;606505;606505;607792;607792;608190;608190;608395;608395;608395;608599;608599;608599	587959;587959;587959;598095;598095;598095;598808;598808;598808;598988;598988;598988;600814;600814;600814;602105;602105;602105;602279;602279;602279;602425;602425;602425;602627;602627;602627;603501;603501;603501;605076;605076;605076;606406;606406;606406;606820;606823;606820;607890;607890;608301;608301;608512;608512;608512;609074;609074;609074	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4281	749
ENSMUSG00000044988	chr13;chr13	939935;944088	940902;944595	-;-	1476	6
ENSMUSG00000045098	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	767422;767422;767422;767422;767422;767422;767422;767524;768023;768023;768023;768023;768023;768023;768023;768023;768034;768135;768147;768150;769954;777463;782221;782221;782221;782221;782221;782757;786390;786390;786390;786390;786390;786390;786390;786390;786391;786391;791721;793069;793069;793069;793069;793069;793069;793069;793069;793069;793069;793069;796641;796641;796641;796641;796641;796641;796641;796641;802076;802076;802076;802076;802076;802076;802076;802076;802076;802076;802076;802789;802789;802789;802789;802789;802789;802789;802789;802789;802789;802789;804396;804396;804396;804396;804396;804396;804396;804396;804396;804396;804396;804815;804815;804815;804815;804815;804815;804815;804815;804815;804815;804918;804918;804918;804918;804918;804918;804918;804918;804918;804918;807226;807226;807226;807226;807226;807226;807226;807226;814116;814116;814116;814116;814116;814116;814116;815495	767730;767730;767730;767730;767730;767730;767730;767730;768397;768340;768340;768340;768340;768340;768397;768340;768340;768340;768340;768340;770106;777512;782679;782279;782279;782279;782279;782856;786627;786627;786627;786627;786627;786627;786627;786627;786627;786627;793215;793215;793215;793215;793215;793215;793215;793215;793215;793215;793215;793215;799549;796708;796708;796708;796708;796708;796708;796708;802240;802240;802240;802240;802240;802240;802240;802240;802240;802240;802240;802897;802897;802897;802897;802897;802897;802897;802897;802897;802897;802897;804561;804502;804561;804561;804561;804561;804561;804561;804561;804561;804561;804833;804833;804833;804833;804833;804833;804833;804833;804833;804833;805053;805053;805053;805053;805053;805053;806324;806324;805053;805053;807421;807421;807421;807421;807421;808835;807421;807421;818303;818303;818302;818302;818302;818303;815431;815522	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13752	1252
